transaction_id,customer_id,merchant_id,payment_method_id,transaction_ts,transaction_type,status,currency_code,amount,processing_fee,authorization_code,source_system,updated_at
368,150,10,5,2026-05-13 16:24:27,PAYMENT,APPROVED,USD,1541.24,17.56,AUTH0000000368,PAYMENTS_APP,2026-05-13 16:24:27
369,183,48,6,2026-03-15 06:08:23,PAYMENT,APPROVED,USD,783.72,21.72,AUTH0000000369,PAYMENTS_APP,2026-03-15 06:08:23
370,79,32,5,2025-05-18 12:04:18,PAYMENT,APPROVED,USD,1157.66,15.28,AUTH0000000370,PAYMENTS_APP,2025-05-18 12:04:18
371,188,41,1,2025-03-25 10:13:00,PAYMENT,APPROVED,USD,2228.35,17.11,AUTH0000000371,PAYMENTS_APP,2025-03-25 10:13:00
372,197,38,2,2026-06-04 22:59:48,PAYMENT,APPROVED,USD,2031.79,42.02,AUTH0000000372,PAYMENTS_APP,2026-06-04 22:59:48
373,101,15,5,2026-07-11 19:38:56,PAYMENT,APPROVED,USD,1635.12,9.9,AUTH0000000373,PAYMENTS_APP,2026-07-11 19:38:56
374,3,43,2,2026-04-21 18:14:43,PAYMENT,DECLINED,USD,227.29,3.04,,PAYMENTS_APP,2026-04-21 18:14:43
375,145,43,2,2025-06-19 18:43:08,PAYMENT,APPROVED,USD,1116.1,7.91,AUTH0000000375,PAYMENTS_APP,2025-06-19 18:43:08
376,68,24,2,2026-01-03 01:28:17,PAYMENT,APPROVED,USD,1903.92,16.91,AUTH0000000376,PAYMENTS_APP,2026-01-03 01:28:17
377,11,42,3,2026-01-05 14:07:48,PAYMENT,APPROVED,USD,2294.84,71.08,AUTH0000000377,PAYMENTS_APP,2026-01-05 14:07:48
378,168,25,3,2025-10-08 09:35:13,PAYMENT,DECLINED,USD,1361.33,9.41,,PAYMENTS_APP,2025-10-08 09:35:13
379,133,26,3,2025-03-21 18:48:40,PAYMENT,APPROVED,USD,941.45,29.98,AUTH0000000379,PAYMENTS_APP,2025-03-21 18:48:40
380,43,15,1,2026-05-09 21:59:55,PAYMENT,APPROVED,USD,1255.09,7.19,AUTH0000000380,PAYMENTS_APP,2026-05-09 21:59:55
381,31,43,2,2025-06-03 06:48:18,PAYMENT,APPROVED,USD,906.2,23.01,AUTH0000000381,PAYMENTS_APP,2025-06-03 06:48:18
382,42,42,4,2025-04-27 17:31:53,PAYMENT,PENDING,USD,1197.56,9.78,,PAYMENTS_APP,2025-04-27 17:31:53
383,132,3,5,2025-02-14 04:39:22,PAYMENT,DECLINED,USD,1481.28,8.27,,PAYMENTS_APP,2025-02-14 04:39:22
384,104,39,5,2025-05-31 02:02:08,PAYMENT,APPROVED,USD,646.39,4.6,AUTH0000000384,PAYMENTS_APP,2025-05-31 02:02:08
385,124,11,2,2025-10-18 03:07:19,PAYMENT,APPROVED,USD,1123.56,39.05,AUTH0000000385,PAYMENTS_APP,2025-10-18 03:07:19
386,176,22,4,2025-07-06 22:41:25,PAYMENT,PENDING,USD,1277.5,8.56,,PAYMENTS_APP,2025-07-06 22:41:25
387,52,34,5,2025-03-12 08:22:02,PAYMENT,APPROVED,USD,964.27,4.52,AUTH0000000387,PAYMENTS_APP,2025-03-12 08:22:02
388,137,33,1,2025-04-09 06:27:35,PAYMENT,APPROVED,USD,2254.12,48.22,AUTH0000000388,PAYMENTS_APP,2025-04-09 06:27:35
389,95,3,6,2026-07-07 00:02:37,PAYMENT,PENDING,USD,1623.43,30.44,,PAYMENTS_APP,2026-07-07 00:02:37
390,195,45,5,2025-08-23 17:33:12,PAYMENT,APPROVED,USD,876.94,24.87,AUTH0000000390,PAYMENTS_APP,2025-08-23 17:33:12
391,105,17,2,2026-05-04 08:27:55,PAYMENT,APPROVED,USD,708.88,21.84,AUTH0000000391,PAYMENTS_APP,2026-05-04 08:27:55
392,81,27,3,2026-06-17 00:15:42,PAYMENT,APPROVED,USD,1636.71,39.91,AUTH0000000392,PAYMENTS_APP,2026-06-17 00:15:42
393,71,44,4,2025-09-17 09:30:49,PAYMENT,DECLINED,USD,1059.48,14.23,,PAYMENTS_APP,2025-09-17 09:30:49
394,95,36,5,2025-07-28 15:02:42,PAYMENT,DECLINED,USD,1959.69,34.11,,PAYMENTS_APP,2025-07-28 15:02:42
395,102,48,2,2026-05-11 09:14:23,PAYMENT,APPROVED,USD,1444.55,39.47,AUTH0000000395,PAYMENTS_APP,2026-05-11 09:14:23
396,131,26,3,2025-08-24 16:15:36,PAYMENT,PENDING,USD,2373.16,10.46,,PAYMENTS_APP,2025-08-24 16:15:36
397,24,10,4,2025-02-23 05:51:08,PAYMENT,APPROVED,USD,2411.46,2.85,AUTH0000000397,PAYMENTS_APP,2025-02-23 05:51:08
398,186,25,4,2025-03-07 09:34:43,PAYMENT,APPROVED,USD,927.72,20.14,AUTH0000000398,PAYMENTS_APP,2025-03-07 09:34:43
399,169,34,3,2025-02-28 06:22:53,PAYMENT,PENDING,USD,1236.43,1.69,,PAYMENTS_APP,2025-02-28 06:22:53
400,10,24,2,2026-06-07 18:46:48,PAYMENT,PENDING,USD,579.95,3.92,,PAYMENTS_APP,2026-06-07 18:46:48
401,102,26,5,2025-06-11 03:09:42,PAYMENT,APPROVED,USD,1949.4,25.35,AUTH0000000401,PAYMENTS_APP,2025-06-11 03:09:42
402,150,23,3,2025-03-12 03:16:58,PAYMENT,DECLINED,USD,711.95,20.8,,PAYMENTS_APP,2025-03-12 03:16:58
403,104,37,1,2025-10-11 08:14:21,PAYMENT,DECLINED,USD,2407.68,39.63,,PAYMENTS_APP,2025-10-11 08:14:21
404,129,19,3,2025-09-25 06:22:22,PAYMENT,APPROVED,USD,1266.09,25.31,AUTH0000000404,PAYMENTS_APP,2025-09-25 06:22:22
405,97,37,4,2025-09-21 19:35:04,PAYMENT,DECLINED,USD,626.1,10.05,,PAYMENTS_APP,2025-09-21 19:35:04
406,8,31,1,2025-09-07 12:22:00,PAYMENT,APPROVED,USD,1704.31,53.65,AUTH0000000406,PAYMENTS_APP,2025-09-07 12:22:00
407,138,1,6,2025-08-14 08:22:17,PAYMENT,APPROVED,USD,1031.65,13.42,AUTH0000000407,PAYMENTS_APP,2025-08-14 08:22:17
408,142,12,4,2025-04-06 14:31:28,PAYMENT,PENDING,USD,1872.22,23.64,,PAYMENTS_APP,2025-04-06 14:31:28
409,49,32,6,2025-08-12 20:53:17,PAYMENT,APPROVED,USD,457.78,12.07,AUTH0000000409,PAYMENTS_APP,2025-08-12 20:53:17
410,159,23,2,2025-09-29 07:31:42,PAYMENT,APPROVED,USD,507.71,4.82,AUTH0000000410,PAYMENTS_APP,2025-09-29 07:31:42
411,11,31,3,2025-03-22 17:56:14,PAYMENT,DECLINED,USD,17.55,0.53,,PAYMENTS_APP,2025-03-22 17:56:14
412,196,33,3,2025-11-19 17:55:32,PAYMENT,DECLINED,USD,2172.05,38.42,,PAYMENTS_APP,2025-11-19 17:55:32
413,109,31,5,2026-02-12 08:05:10,PAYMENT,DECLINED,USD,321.49,6.07,,PAYMENTS_APP,2026-02-12 08:05:10
414,45,30,1,2025-02-03 18:17:40,PAYMENT,APPROVED,USD,984.9,23.97,AUTH0000000414,PAYMENTS_APP,2025-02-03 18:17:40
415,84,24,5,2025-01-09 00:25:49,PAYMENT,PENDING,USD,527.67,10.95,,PAYMENTS_APP,2025-01-09 00:25:49
416,157,22,3,2025-07-11 19:58:21,PAYMENT,APPROVED,USD,593.61,10.11,AUTH0000000416,PAYMENTS_APP,2025-07-11 19:58:21
417,47,37,2,2026-03-06 13:33:19,PAYMENT,APPROVED,USD,2135.96,22.44,AUTH0000000417,PAYMENTS_APP,2026-03-06 13:33:19
418,51,10,6,2025-04-13 09:49:42,PAYMENT,APPROVED,USD,1388.79,41.82,AUTH0000000418,PAYMENTS_APP,2025-04-13 09:49:42
419,162,34,5,2025-06-30 15:20:49,PAYMENT,APPROVED,USD,337.04,10.57,AUTH0000000419,PAYMENTS_APP,2025-06-30 15:20:49
420,26,45,2,2025-11-04 09:08:15,PAYMENT,DECLINED,USD,2146.4,5.63,,PAYMENTS_APP,2025-11-04 09:08:15
421,116,48,3,2025-03-03 07:50:41,PAYMENT,APPROVED,USD,1191.87,26.72,AUTH0000000421,PAYMENTS_APP,2025-03-03 07:50:41
422,174,39,2,2026-07-25 09:22:59,PAYMENT,APPROVED,USD,50.57,0.26,AUTH0000000422,PAYMENTS_APP,2026-07-25 09:22:59
423,125,50,6,2026-07-06 06:21:17,PAYMENT,APPROVED,USD,888.42,21.22,AUTH0000000423,PAYMENTS_APP,2026-07-06 06:21:17
424,164,22,4,2025-10-21 16:53:04,PAYMENT,PENDING,USD,2391.53,72.99,,PAYMENTS_APP,2025-10-21 16:53:04
425,82,42,3,2026-02-19 02:35:51,PAYMENT,APPROVED,USD,405.84,3.55,AUTH0000000425,PAYMENTS_APP,2026-02-19 02:35:51
426,192,38,5,2026-02-09 09:52:33,PAYMENT,APPROVED,USD,1952.65,64.28,AUTH0000000426,PAYMENTS_APP,2026-02-09 09:52:33
427,191,45,6,2025-07-08 00:50:27,PAYMENT,APPROVED,USD,1819.7,42.78,AUTH0000000427,PAYMENTS_APP,2025-07-08 00:50:27
428,14,2,4,2025-04-16 03:28:44,PAYMENT,APPROVED,USD,2342.05,40.02,AUTH0000000428,PAYMENTS_APP,2025-04-16 03:28:44
429,100,20,2,2025-04-17 09:33:20,PAYMENT,DECLINED,USD,389.03,9.05,,PAYMENTS_APP,2025-04-17 09:33:20
430,44,2,1,2025-09-11 10:20:47,PAYMENT,APPROVED,USD,1566.58,8.56,AUTH0000000430,PAYMENTS_APP,2025-09-11 10:20:47
431,70,36,4,2025-11-30 17:20:10,PAYMENT,APPROVED,USD,2437.48,47.24,AUTH0000000431,PAYMENTS_APP,2025-11-30 17:20:10
432,163,37,4,2026-07-07 06:26:44,PAYMENT,DECLINED,USD,1494.36,33.56,,PAYMENTS_APP,2026-07-07 06:26:44
433,124,35,2,2026-06-21 23:17:38,PAYMENT,PENDING,USD,1334.93,42.59,,PAYMENTS_APP,2026-06-21 23:17:38
434,3,1,5,2026-03-29 11:12:32,PAYMENT,APPROVED,USD,1031.1,6.49,AUTH0000000434,PAYMENTS_APP,2026-03-29 11:12:32
435,126,49,4,2025-12-19 10:26:26,PAYMENT,APPROVED,USD,1338.21,32.63,AUTH0000000435,PAYMENTS_APP,2025-12-19 10:26:26
436,49,27,5,2025-10-27 21:44:10,PAYMENT,APPROVED,USD,1992.12,39.12,AUTH0000000436,PAYMENTS_APP,2025-10-27 21:44:10
437,62,34,5,2026-02-04 13:46:32,PAYMENT,APPROVED,USD,658.19,10.11,AUTH0000000437,PAYMENTS_APP,2026-02-04 13:46:32
438,49,5,2,2025-10-19 23:36:34,PAYMENT,PENDING,USD,1330.33,13.49,,PAYMENTS_APP,2025-10-19 23:36:34
439,160,32,2,2025-04-24 23:11:18,PAYMENT,APPROVED,USD,1544.71,15.84,AUTH0000000439,PAYMENTS_APP,2025-04-24 23:11:18
440,33,46,4,2026-07-02 00:48:20,PAYMENT,APPROVED,USD,2430.86,25.75,AUTH0000000440,PAYMENTS_APP,2026-07-02 00:48:20
441,128,24,4,2025-06-04 00:32:10,PAYMENT,APPROVED,USD,543.75,8.31,AUTH0000000441,PAYMENTS_APP,2025-06-04 00:32:10
442,140,31,2,2025-03-24 05:19:08,PAYMENT,APPROVED,USD,666.99,9.57,AUTH0000000442,PAYMENTS_APP,2025-03-24 05:19:08
443,99,50,4,2026-01-26 00:27:33,PAYMENT,APPROVED,USD,2436.52,61.64,AUTH0000000443,PAYMENTS_APP,2026-01-26 00:27:33
444,54,31,4,2025-07-23 16:46:42,PAYMENT,PENDING,USD,1927.72,36.08,,PAYMENTS_APP,2025-07-23 16:46:42
445,141,34,1,2025-11-16 11:45:44,PAYMENT,APPROVED,USD,1573.28,3.83,AUTH0000000445,PAYMENTS_APP,2025-11-16 11:45:44
446,29,16,6,2025-07-23 13:07:21,PAYMENT,APPROVED,USD,2159.28,18.15,AUTH0000000446,PAYMENTS_APP,2025-07-23 13:07:21
447,11,38,6,2025-10-10 21:17:17,PAYMENT,APPROVED,USD,990.12,9.17,AUTH0000000447,PAYMENTS_APP,2025-10-10 21:17:17
448,159,22,6,2026-01-16 03:15:28,PAYMENT,APPROVED,USD,395.09,1.62,AUTH0000000448,PAYMENTS_APP,2026-01-16 03:15:28
449,143,42,3,2025-06-07 19:31:40,PAYMENT,APPROVED,USD,315.44,2.81,AUTH0000000449,PAYMENTS_APP,2025-06-07 19:31:40
450,65,3,4,2025-07-17 00:46:38,PAYMENT,PENDING,USD,945.04,24.22,,PAYMENTS_APP,2025-07-17 00:46:38
451,48,35,3,2026-07-27 10:43:48,PAYMENT,DECLINED,USD,1742.9,12.99,,PAYMENTS_APP,2026-07-27 10:43:48
452,142,11,1,2025-11-28 17:03:13,PAYMENT,APPROVED,USD,2169.29,46.33,AUTH0000000452,PAYMENTS_APP,2025-11-28 17:03:13
453,130,25,6,2025-09-27 19:43:09,PAYMENT,APPROVED,USD,1135.74,31.1,AUTH0000000453,PAYMENTS_APP,2025-09-27 19:43:09
454,138,25,2,2026-01-08 22:34:50,PAYMENT,APPROVED,USD,802.41,2.53,AUTH0000000454,PAYMENTS_APP,2026-01-08 22:34:50
455,83,8,1,2026-07-19 05:36:42,PAYMENT,DECLINED,USD,708.54,10.58,,PAYMENTS_APP,2026-07-19 05:36:42
456,46,3,2,2026-06-20 23:59:22,PAYMENT,APPROVED,USD,110.4,3.63,AUTH0000000456,PAYMENTS_APP,2026-06-20 23:59:22
457,135,40,6,2025-02-02 20:47:23,PAYMENT,PENDING,USD,2090.91,48.86,,PAYMENTS_APP,2025-02-02 20:47:23
458,54,42,4,2025-02-20 13:20:18,PAYMENT,APPROVED,USD,1515.28,5.17,AUTH0000000458,PAYMENTS_APP,2025-02-20 13:20:18
459,107,24,6,2026-04-25 23:15:44,PAYMENT,APPROVED,USD,902.95,23.73,AUTH0000000459,PAYMENTS_APP,2026-04-25 23:15:44
460,56,34,1,2026-06-26 01:28:48,PAYMENT,PENDING,USD,176.9,2.0,,PAYMENTS_APP,2026-06-26 01:28:48
461,64,37,6,2025-08-25 19:21:25,PAYMENT,APPROVED,USD,474.46,8.96,AUTH0000000461,PAYMENTS_APP,2025-08-25 19:21:25
462,92,44,4,2026-07-26 15:06:59,PAYMENT,PENDING,USD,264.68,6.01,,PAYMENTS_APP,2026-07-26 15:06:59
463,130,22,6,2026-03-14 03:47:24,PAYMENT,APPROVED,USD,1981.36,39.03,AUTH0000000463,PAYMENTS_APP,2026-03-14 03:47:24
464,96,27,6,2026-03-30 12:49:39,PAYMENT,APPROVED,USD,1375.65,48.0,AUTH0000000464,PAYMENTS_APP,2026-03-30 12:49:39
465,191,17,3,2025-09-04 20:30:12,PAYMENT,DECLINED,USD,535.61,14.48,,PAYMENTS_APP,2025-09-04 20:30:12
466,73,39,1,2026-04-09 16:17:34,PAYMENT,APPROVED,USD,1.49,0.0,AUTH0000000466,PAYMENTS_APP,2026-04-09 16:17:34
467,81,2,6,2025-11-06 00:14:20,PAYMENT,APPROVED,USD,2461.0,20.44,AUTH0000000467,PAYMENTS_APP,2025-11-06 00:14:20
468,10,30,3,2026-06-08 20:15:18,PAYMENT,DECLINED,USD,2314.88,14.49,,PAYMENTS_APP,2026-06-08 20:15:18
469,60,17,3,2025-06-09 05:02:21,PAYMENT,APPROVED,USD,918.34,19.1,AUTH0000000469,PAYMENTS_APP,2025-06-09 05:02:21
470,125,45,6,2025-08-11 02:48:38,PAYMENT,PENDING,USD,812.41,14.14,,PAYMENTS_APP,2025-08-11 02:48:38
471,148,25,1,2025-04-08 21:40:18,PAYMENT,PENDING,USD,751.68,19.43,,PAYMENTS_APP,2025-04-08 21:40:18
472,198,15,6,2025-12-09 12:40:03,PAYMENT,APPROVED,USD,1041.89,31.78,AUTH0000000472,PAYMENTS_APP,2025-12-09 12:40:03
473,11,21,5,2025-01-12 23:04:44,PAYMENT,PENDING,USD,956.83,10.87,,PAYMENTS_APP,2025-01-12 23:04:44
474,188,26,4,2025-12-01 18:17:30,PAYMENT,PENDING,USD,552.77,1.5,,PAYMENTS_APP,2025-12-01 18:17:30
475,38,9,3,2026-06-01 03:16:47,PAYMENT,APPROVED,USD,1080.41,29.97,AUTH0000000475,PAYMENTS_APP,2026-06-01 03:16:47
476,112,50,6,2025-02-20 19:57:27,PAYMENT,APPROVED,USD,657.13,9.56,AUTH0000000476,PAYMENTS_APP,2025-02-20 19:57:27
477,144,40,6,2026-07-27 07:12:46,PAYMENT,APPROVED,USD,988.9,20.2,AUTH0000000477,PAYMENTS_APP,2026-07-27 07:12:46
478,29,43,4,2025-09-30 15:39:29,PAYMENT,APPROVED,USD,1712.16,35.24,AUTH0000000478,PAYMENTS_APP,2025-09-30 15:39:29
479,44,23,5,2025-11-25 12:32:37,PAYMENT,DECLINED,USD,1638.87,44.53,,PAYMENTS_APP,2025-11-25 12:32:37
480,60,13,6,2026-03-29 22:41:21,PAYMENT,APPROVED,USD,1101.72,35.72,AUTH0000000480,PAYMENTS_APP,2026-03-29 22:41:21
481,38,19,1,2025-03-29 04:05:28,PAYMENT,PENDING,USD,137.29,4.57,,PAYMENTS_APP,2025-03-29 04:05:28
482,190,35,2,2025-04-24 11:06:32,PAYMENT,APPROVED,USD,1178.5,14.48,AUTH0000000482,PAYMENTS_APP,2025-04-24 11:06:32
483,178,45,6,2025-09-22 19:58:52,PAYMENT,APPROVED,USD,1557.98,54.12,AUTH0000000483,PAYMENTS_APP,2025-09-22 19:58:52
484,70,4,4,2025-06-24 02:11:18,PAYMENT,APPROVED,USD,502.54,12.4,AUTH0000000484,PAYMENTS_APP,2025-06-24 02:11:18
485,167,25,2,2025-10-05 13:06:54,PAYMENT,APPROVED,USD,48.68,1.48,AUTH0000000485,PAYMENTS_APP,2025-10-05 13:06:54
486,48,13,5,2025-04-12 11:29:07,PAYMENT,APPROVED,USD,2167.07,41.33,AUTH0000000486,PAYMENTS_APP,2025-04-12 11:29:07
487,126,26,6,2025-01-23 01:26:50,PAYMENT,APPROVED,USD,2305.75,26.21,AUTH0000000487,PAYMENTS_APP,2025-01-23 01:26:50
488,129,18,1,2025-12-27 12:56:20,PAYMENT,PENDING,USD,756.51,26.37,,PAYMENTS_APP,2025-12-27 12:56:20
489,88,26,6,2026-02-01 01:04:22,PAYMENT,DECLINED,USD,2372.84,20.57,,PAYMENTS_APP,2026-02-01 01:04:22
490,157,41,6,2025-05-21 03:11:47,PAYMENT,PENDING,USD,956.14,32.18,,PAYMENTS_APP,2025-05-21 03:11:47
491,155,22,4,2025-09-04 20:51:30,PAYMENT,APPROVED,USD,1066.74,12.4,AUTH0000000491,PAYMENTS_APP,2025-09-04 20:51:30
492,36,20,6,2025-05-22 21:09:16,PAYMENT,DECLINED,USD,1710.44,13.48,,PAYMENTS_APP,2025-05-22 21:09:16
493,38,42,5,2026-06-21 04:55:27,PAYMENT,APPROVED,USD,2489.22,85.07,AUTH0000000493,PAYMENTS_APP,2026-06-21 04:55:27
494,38,47,1,2026-07-25 19:24:16,PAYMENT,PENDING,USD,296.85,3.5,,PAYMENTS_APP,2026-07-25 19:24:16
495,164,48,3,2026-02-28 14:58:23,PAYMENT,APPROVED,USD,1108.07,36.29,AUTH0000000495,PAYMENTS_APP,2026-02-28 14:58:23
496,69,39,5,2025-05-15 06:43:35,PAYMENT,APPROVED,USD,1906.36,41.57,AUTH0000000496,PAYMENTS_APP,2025-05-15 06:43:35
497,35,33,5,2025-08-25 00:56:58,PAYMENT,APPROVED,USD,199.61,5.49,AUTH0000000497,PAYMENTS_APP,2025-08-25 00:56:58
498,58,3,4,2025-07-08 14:06:25,PAYMENT,APPROVED,USD,1185.14,7.78,AUTH0000000498,PAYMENTS_APP,2025-07-08 14:06:25
499,194,14,1,2025-10-04 15:02:18,PAYMENT,APPROVED,USD,1856.17,64.22,AUTH0000000499,PAYMENTS_APP,2025-10-04 15:02:18
500,64,28,4,2026-03-26 22:27:59,PAYMENT,APPROVED,USD,1719.97,52.41,AUTH0000000500,PAYMENTS_APP,2026-03-26 22:27:59
501,153,35,5,2026-01-25 11:23:32,PAYMENT,APPROVED,USD,1529.15,40.13,AUTH0000000501,PAYMENTS_APP,2026-01-25 11:23:32
502,11,16,5,2025-02-09 18:57:22,PAYMENT,APPROVED,USD,1129.57,32.89,AUTH0000000502,PAYMENTS_APP,2025-02-09 18:57:22
503,13,13,3,2025-02-10 20:18:18,PAYMENT,APPROVED,USD,1290.8,28.97,AUTH0000000503,PAYMENTS_APP,2025-02-10 20:18:18
504,14,45,5,2025-10-20 16:47:49,PAYMENT,APPROVED,USD,1056.73,23.09,AUTH0000000504,PAYMENTS_APP,2025-10-20 16:47:49
505,150,45,5,2026-04-08 03:17:34,PAYMENT,PENDING,USD,1252.14,8.91,,PAYMENTS_APP,2026-04-08 03:17:34
506,183,13,4,2026-02-28 11:46:36,PAYMENT,APPROVED,USD,63.26,1.04,AUTH0000000506,PAYMENTS_APP,2026-02-28 11:46:36
507,93,6,5,2025-06-17 04:29:53,PAYMENT,APPROVED,USD,286.3,4.66,AUTH0000000507,PAYMENTS_APP,2025-06-17 04:29:53
508,197,11,3,2026-06-08 22:17:05,PAYMENT,APPROVED,USD,947.32,13.21,AUTH0000000508,PAYMENTS_APP,2026-06-08 22:17:05
509,108,20,3,2025-06-03 05:54:09,PAYMENT,APPROVED,USD,447.99,11.29,AUTH0000000509,PAYMENTS_APP,2025-06-03 05:54:09
510,52,1,5,2025-10-23 22:48:30,PAYMENT,APPROVED,USD,294.77,1.61,AUTH0000000510,PAYMENTS_APP,2025-10-23 22:48:30
511,127,16,2,2026-05-25 18:09:18,PAYMENT,DECLINED,USD,2018.83,43.75,,PAYMENTS_APP,2026-05-25 18:09:18
512,2,16,5,2026-05-03 16:31:12,PAYMENT,APPROVED,USD,1105.25,23.7,AUTH0000000512,PAYMENTS_APP,2026-05-03 16:31:12
513,10,10,1,2025-08-01 01:46:51,PAYMENT,APPROVED,USD,371.49,8.62,AUTH0000000513,PAYMENTS_APP,2025-08-01 01:46:51
514,46,11,6,2025-11-02 12:03:19,PAYMENT,APPROVED,USD,123.53,1.87,AUTH0000000514,PAYMENTS_APP,2025-11-02 12:03:19
515,10,6,3,2026-07-30 06:27:34,PAYMENT,APPROVED,USD,1873.59,24.82,AUTH0000000515,PAYMENTS_APP,2026-07-30 06:27:34
516,32,45,3,2025-03-11 15:33:30,PAYMENT,DECLINED,USD,163.25,2.78,,PAYMENTS_APP,2025-03-11 15:33:30
517,157,4,1,2025-12-04 19:11:21,PAYMENT,APPROVED,USD,1312.09,32.35,AUTH0000000517,PAYMENTS_APP,2025-12-04 19:11:21
518,181,19,4,2026-06-26 03:11:31,PAYMENT,APPROVED,USD,1810.46,39.04,AUTH0000000518,PAYMENTS_APP,2026-06-26 03:11:31
519,145,32,5,2026-06-23 20:56:25,PAYMENT,DECLINED,USD,885.28,4.79,,PAYMENTS_APP,2026-06-23 20:56:25
520,75,13,1,2026-05-25 17:55:53,PAYMENT,APPROVED,USD,2209.28,19.69,AUTH0000000520,PAYMENTS_APP,2026-05-25 17:55:53
521,86,23,5,2025-05-01 07:32:55,PAYMENT,DECLINED,USD,2497.47,37.66,,PAYMENTS_APP,2025-05-01 07:32:55
522,18,20,3,2025-08-06 00:24:40,PAYMENT,PENDING,USD,503.77,5.33,,PAYMENTS_APP,2025-08-06 00:24:40
523,186,37,5,2025-11-28 00:13:23,PAYMENT,APPROVED,USD,1714.9,21.62,AUTH0000000523,PAYMENTS_APP,2025-11-28 00:13:23
524,122,3,6,2025-07-18 12:02:01,PAYMENT,APPROVED,USD,2305.78,39.87,AUTH0000000524,PAYMENTS_APP,2025-07-18 12:02:01
525,191,4,5,2026-04-17 19:33:01,PAYMENT,APPROVED,USD,1156.71,33.18,AUTH0000000525,PAYMENTS_APP,2026-04-17 19:33:01
526,85,23,1,2025-11-20 20:12:48,PAYMENT,DECLINED,USD,47.78,0.99,,PAYMENTS_APP,2025-11-20 20:12:48
527,137,11,5,2025-06-02 10:12:40,PAYMENT,APPROVED,USD,848.54,11.67,AUTH0000000527,PAYMENTS_APP,2025-06-02 10:12:40
528,70,27,1,2025-04-30 11:13:27,PAYMENT,PENDING,USD,2144.69,53.91,,PAYMENTS_APP,2025-04-30 11:13:27
529,135,20,2,2025-09-01 13:31:44,PAYMENT,APPROVED,USD,2073.81,23.41,AUTH0000000529,PAYMENTS_APP,2025-09-01 13:31:44
530,129,10,2,2025-07-26 03:22:17,PAYMENT,APPROVED,USD,1265.48,35.64,AUTH0000000530,PAYMENTS_APP,2025-07-26 03:22:17
531,133,44,2,2026-06-21 11:17:59,PAYMENT,APPROVED,USD,359.09,11.0,AUTH0000000531,PAYMENTS_APP,2026-06-21 11:17:59
532,176,39,1,2026-02-01 19:01:04,PAYMENT,APPROVED,USD,11.27,0.37,AUTH0000000532,PAYMENTS_APP,2026-02-01 19:01:04
533,195,20,6,2025-04-16 18:57:13,PAYMENT,PENDING,USD,1864.14,3.29,,PAYMENTS_APP,2025-04-16 18:57:13
534,198,29,6,2025-11-25 07:18:07,PAYMENT,APPROVED,USD,717.13,13.7,AUTH0000000534,PAYMENTS_APP,2025-11-25 07:18:07
535,27,14,5,2025-10-08 04:10:02,PAYMENT,APPROVED,USD,2395.79,47.98,AUTH0000000535,PAYMENTS_APP,2025-10-08 04:10:02
536,157,22,5,2025-05-25 10:18:48,PAYMENT,DECLINED,USD,612.82,2.1,,PAYMENTS_APP,2025-05-25 10:18:48
537,13,7,4,2026-03-31 01:50:48,PAYMENT,APPROVED,USD,73.45,2.33,AUTH0000000537,PAYMENTS_APP,2026-03-31 01:50:48
538,115,40,3,2025-07-03 21:42:14,PAYMENT,DECLINED,USD,1574.05,38.51,,PAYMENTS_APP,2025-07-03 21:42:14
539,137,6,4,2025-11-16 12:05:59,PAYMENT,APPROVED,USD,1782.53,42.44,AUTH0000000539,PAYMENTS_APP,2025-11-16 12:05:59
540,197,30,4,2026-04-25 03:32:28,PAYMENT,APPROVED,USD,776.67,17.79,AUTH0000000540,PAYMENTS_APP,2026-04-25 03:32:28
541,85,21,4,2025-09-22 13:13:58,PAYMENT,APPROVED,USD,459.2,14.78,AUTH0000000541,PAYMENTS_APP,2025-09-22 13:13:58
542,197,23,5,2025-04-26 12:47:44,PAYMENT,APPROVED,USD,1153.64,7.85,AUTH0000000542,PAYMENTS_APP,2025-04-26 12:47:44
543,78,35,4,2026-02-20 03:53:42,PAYMENT,APPROVED,USD,1390.82,4.74,AUTH0000000543,PAYMENTS_APP,2026-02-20 03:53:42
544,88,14,6,2025-09-07 19:57:00,PAYMENT,APPROVED,USD,2434.76,34.21,AUTH0000000544,PAYMENTS_APP,2025-09-07 19:57:00
545,170,43,1,2026-03-22 20:39:05,PAYMENT,APPROVED,USD,1361.77,12.3,AUTH0000000545,PAYMENTS_APP,2026-03-22 20:39:05
546,25,29,2,2026-05-14 04:09:44,PAYMENT,DECLINED,USD,1490.59,17.98,,PAYMENTS_APP,2026-05-14 04:09:44
547,153,50,4,2025-11-12 14:46:28,PAYMENT,APPROVED,USD,1496.05,36.36,AUTH0000000547,PAYMENTS_APP,2025-11-12 14:46:28
548,194,41,1,2025-03-04 03:17:46,PAYMENT,APPROVED,USD,2042.77,63.67,AUTH0000000548,PAYMENTS_APP,2025-03-04 03:17:46
549,51,14,6,2026-04-09 19:20:32,PAYMENT,APPROVED,USD,975.57,20.15,AUTH0000000549,PAYMENTS_APP,2026-04-09 19:20:32
550,23,38,1,2025-11-08 15:49:40,PAYMENT,PENDING,USD,2456.47,31.21,,PAYMENTS_APP,2025-11-08 15:49:40
